MCS_value, Channel_width_MHz,  short_GI, Throughput_Mbits_per_s,  Distance_m,Protocol
1,		20 , 		1,		0 , 		148,tcp
1,		40 , 		0,		0 , 		148,tcp
1,		40 , 		1,		0 , 		148,tcp
2,		20 , 		0,		0 , 		148,tcp
2,		20 , 		1,		0 , 		148,tcp
2,		40 , 		0,		0 , 		148,tcp
2,		40 , 		1,		0 , 		148,tcp
3,		20 , 		0,		0 , 		148,tcp
3,		20 , 		1,		0 , 		148,tcp
3,		40 , 		0,		0 , 		148,tcp
3,		40 , 		1,		0 , 		148,tcp
4,		20 , 		0,		0 , 		148,tcp
4,		20 , 		1,		0 , 		148,tcp
4,		40 , 		0,		0 , 		148,tcp
4,		40 , 		1,		0 , 		148,tcp
5,		20 , 		0,		0 , 		148,tcp
5,		20 , 		1,		0 , 		148,tcp
5,		40 , 		0,		0 , 		148,tcp
5,		40 , 		1,		0 , 		148,tcp
6,		20 , 		0,		0 , 		148,tcp
6,		20 , 		1,		0 , 		148,tcp
6,		40 , 		0,		0 , 		148,tcp
6,		40 , 		1,		0 , 		148,tcp
7,		20 , 		0,		0 , 		148,tcp
7,		20 , 		1,		0 , 		148,tcp
7,		40 , 		0,		0 , 		148,tcp
7,		40 , 		1,		0 , 		148,tcp
0,		20 , 		0,		0 , 		149,tcp
0,		20 , 		1,		0 , 		149,tcp
0,		40 , 		0,		0 , 		149,tcp
0,		40 , 		1,		0 , 		149,tcp
1,		20 , 		0,		0 , 		149,tcp
1,		20 , 		1,		0 , 		149,tcp
1,		40 , 		0,		0 , 		149,tcp
1,		40 , 		1,		0 , 		149,tcp
2,		20 , 		0,		0 , 		149,tcp
2,		20 , 		1,		0 , 		149,tcp
2,		40 , 		0,		0 , 		149,tcp
2,		40 , 		1,		0 , 		149,tcp
3,		20 , 		0,		0 , 		149,tcp
3,		20 , 		1,		0 , 		149,tcp
3,		40 , 		0,		0 , 		149,tcp
3,		40 , 		1,		0 , 		149,tcp
4,		20 , 		0,		0 , 		149,tcp
4,		20 , 		1,		0 , 		149,tcp
4,		40 , 		0,		0 , 		149,tcp
4,		40 , 		1,		0 , 		149,tcp
5,		20 , 		0,		0 , 		149,tcp
5,		20 , 		1,		0 , 		149,tcp
5,		40 , 		0,		0 , 		149,tcp
5,		40 , 		1,		0 , 		149,tcp
6,		20 , 		0,		0 , 		149,tcp
6,		20 , 		1,		0 , 		149,tcp
6,		40 , 		0,		0 , 		149,tcp
6,		40 , 		1,		0 , 		149,tcp
7,		20 , 		0,		0 , 		149,tcp
7,		20 , 		1,		0 , 		149,tcp
7,		40 , 		0,		0 , 		149,tcp
7,		40 , 		1,		0 , 		149,tcp
0,		20 , 		0,		0 , 		150,tcp
0,		20 , 		1,		0 , 		150,tcp
0,		40 , 		0,		0 , 		150,tcp
0,		40 , 		1,		0 , 		150,tcp
1,		20 , 		0,		0 , 		150,tcp
1,		20 , 		1,		0 , 		150,tcp
1,		40 , 		0,		0 , 		150,tcp
1,		40 , 		1,		0 , 		150,tcp
2,		20 , 		0,		0 , 		150,tcp
2,		20 , 		1,		0 , 		150,tcp
2,		40 , 		0,		0 , 		150,tcp
2,		40 , 		1,		0 , 		150,tcp
3,		20 , 		0,		0 , 		150,tcp
3,		20 , 		1,		0 , 		150,tcp
3,		40 , 		0,		0 , 		150,tcp
3,		40 , 		1,		0 , 		150,tcp
4,		20 , 		0,		0 , 		150,tcp
4,		20 , 		1,		0 , 		150,tcp
4,		40 , 		0,		0 , 		150,tcp
4,		40 , 		1,		0 , 		150,tcp
5,		20 , 		0,		0 , 		150,tcp
5,		20 , 		1,		0 , 		150,tcp
5,		40 , 		0,		0 , 		150,tcp
5,		40 , 		1,		0 , 		150,tcp
6,		20 , 		0,		0 , 		150,tcp
6,		20 , 		1,		0 , 		150,tcp
6,		40 , 		0,		0 , 		150,tcp
6,		40 , 		1,		0 , 		150,tcp
7,		20 , 		0,		0 , 		150,tcp
7,		20 , 		1,		0 , 		150,tcp
7,		40 , 		0,		0 , 		150,tcp
7,		40 , 		1,		0 , 		150,tcp
0,		20 , 		0,		0 , 		151,tcp
0,		20 , 		1,		0 , 		151,tcp
0,		40 , 		0,		0 , 		151,tcp
0,		40 , 		1,		0 , 		151,tcp
1,		20 , 		0,		0 , 		151,tcp
1,		20 , 		1,		0 , 		151,tcp
1,		40 , 		0,		0 , 		151,tcp
1,		40 , 		1,		0 , 		151,tcp
2,		20 , 		0,		0 , 		151,tcp
2,		20 , 		1,		0 , 		151,tcp
2,		40 , 		0,		0 , 		151,tcp
2,		40 , 		1,		0 , 		151,tcp
3,		20 , 		0,		0 , 		151,tcp
3,		20 , 		1,		0 , 		151,tcp
3,		40 , 		0,		0 , 		151,tcp
3,		40 , 		1,		0 , 		151,tcp
4,		20 , 		0,		0 , 		151,tcp
4,		20 , 		1,		0 , 		151,tcp
4,		40 , 		0,		0 , 		151,tcp
4,		40 , 		1,		0 , 		151,tcp
5,		20 , 		0,		0 , 		151,tcp
5,		20 , 		1,		0 , 		151,tcp
5,		40 , 		0,		0 , 		151,tcp
5,		40 , 		1,		0 , 		151,tcp
6,		20 , 		0,		0 , 		151,tcp
6,		20 , 		1,		0 , 		151,tcp
6,		40 , 		0,		0 , 		151,tcp
6,		40 , 		1,		0 , 		151,tcp
7,		20 , 		0,		0 , 		151,tcp
7,		20 , 		1,		0 , 		151,tcp
7,		40 , 		0,		0 , 		151,tcp
7,		40 , 		1,		0 , 		151,tcp
0,		20 , 		0,		0 , 		152,tcp
0,		20 , 		1,		0 , 		152,tcp
0,		40 , 		0,		0 , 		152,tcp
0,		40 , 		1,		0 , 		152,tcp
1,		20 , 		0,		0 , 		152,tcp
1,		20 , 		1,		0 , 		152,tcp
1,		40 , 		0,		0 , 		152,tcp
1,		40 , 		1,		0 , 		152,tcp
2,		20 , 		0,		0 , 		152,tcp
2,		20 , 		1,		0 , 		152,tcp
2,		40 , 		0,		0 , 		152,tcp
2,		40 , 		1,		0 , 		152,tcp
3,		20 , 		0,		0 , 		152,tcp
3,		20 , 		1,		0 , 		152,tcp
3,		40 , 		0,		0 , 		152,tcp
3,		40 , 		1,		0 , 		152,tcp
4,		20 , 		0,		0 , 		152,tcp
4,		20 , 		1,		0 , 		152,tcp
4,		40 , 		0,		0 , 		152,tcp
4,		40 , 		1,		0 , 		152,tcp
5,		20 , 		0,		0 , 		152,tcp
5,		20 , 		1,		0 , 		152,tcp
5,		40 , 		0,		0 , 		152,tcp
5,		40 , 		1,		0 , 		152,tcp
6,		20 , 		0,		0 , 		152,tcp
6,		20 , 		1,		0 , 		152,tcp
6,		40 , 		0,		0 , 		152,tcp
6,		40 , 		1,		0 , 		152,tcp
7,		20 , 		0,		0 , 		152,tcp
7,		20 , 		1,		0 , 		152,tcp
7,		40 , 		0,		0 , 		152,tcp
7,		40 , 		1,		0 , 		152,tcp
0,		20 , 		0,		0 , 		153,tcp
0,		20 , 		1,		0 , 		153,tcp
0,		40 , 		0,		0 , 		153,tcp
0,		40 , 		1,		0 , 		153,tcp
1,		20 , 		0,		0 , 		153,tcp
1,		20 , 		1,		0 , 		153,tcp
1,		40 , 		0,		0 , 		153,tcp
1,		40 , 		1,		0 , 		153,tcp
2,		20 , 		0,		0 , 		153,tcp
2,		20 , 		1,		0 , 		153,tcp
2,		40 , 		0,		0 , 		153,tcp
2,		40 , 		1,		0 , 		153,tcp
3,		20 , 		0,		0 , 		153,tcp
3,		20 , 		1,		0 , 		153,tcp
3,		40 , 		0,		0 , 		153,tcp
3,		40 , 		1,		0 , 		153,tcp
4,		20 , 		0,		0 , 		153,tcp
4,		20 , 		1,		0 , 		153,tcp
4,		40 , 		0,		0 , 		153,tcp
4,		40 , 		1,		0 , 		153,tcp
5,		20 , 		0,		0 , 		153,tcp
5,		20 , 		1,		0 , 		153,tcp
5,		40 , 		0,		0 , 		153,tcp
5,		40 , 		1,		0 , 		153,tcp
6,		20 , 		0,		0 , 		153,tcp
6,		20 , 		1,		0 , 		153,tcp
6,		40 , 		0,		0 , 		153,tcp
6,		40 , 		1,		0 , 		153,tcp
7,		20 , 		0,		0 , 		153,tcp
7,		20 , 		1,		0 , 		153,tcp
7,		40 , 		0,		0 , 		153,tcp
7,		40 , 		1,		0 , 		153,tcp
0,		20 , 		0,		0 , 		154,tcp
0,		20 , 		1,		0 , 		154,tcp
0,		40 , 		0,		0 , 		154,tcp
0,		40 , 		1,		0 , 		154,tcp
1,		20 , 		0,		0 , 		154,tcp
1,		20 , 		1,		0 , 		154,tcp
1,		40 , 		0,		0 , 		154,tcp
1,		40 , 		1,		0 , 		154,tcp
2,		20 , 		0,		0 , 		154,tcp
2,		20 , 		1,		0 , 		154,tcp
2,		40 , 		0,		0 , 		154,tcp
2,		40 , 		1,		0 , 		154,tcp
3,		20 , 		0,		0 , 		154,tcp
3,		20 , 		1,		0 , 		154,tcp
3,		40 , 		0,		0 , 		154,tcp
3,		40 , 		1,		0 , 		154,tcp
4,		20 , 		0,		0 , 		154,tcp
4,		20 , 		1,		0 , 		154,tcp
4,		40 , 		0,		0 , 		154,tcp
4,		40 , 		1,		0 , 		154,tcp
5,		20 , 		0,		0 , 		154,tcp
5,		20 , 		1,		0 , 		154,tcp
5,		40 , 		0,		0 , 		154,tcp
5,		40 , 		1,		0 , 		154,tcp
6,		20 , 		0,		0 , 		154,tcp
6,		20 , 		1,		0 , 		154,tcp
6,		40 , 		0,		0 , 		154,tcp
6,		40 , 		1,		0 , 		154,tcp
7,		20 , 		0,		0 , 		154,tcp
7,		20 , 		1,		0 , 		154,tcp
7,		40 , 		0,		0 , 		154,tcp
7,		40 , 		1,		0 , 		154,tcp
0,		20 , 		0,		0 , 		155,tcp
0,		20 , 		1,		0 , 		155,tcp
0,		40 , 		0,		0 , 		155,tcp
0,		40 , 		1,		0 , 		155,tcp
1,		20 , 		0,		0 , 		155,tcp
1,		20 , 		1,		0 , 		155,tcp
1,		40 , 		0,		0 , 		155,tcp
1,		40 , 		1,		0 , 		155,tcp
2,		20 , 		0,		0 , 		155,tcp
2,		20 , 		1,		0 , 		155,tcp
2,		40 , 		0,		0 , 		155,tcp
2,		40 , 		1,		0 , 		155,tcp
3,		20 , 		0,		0 , 		155,tcp
3,		20 , 		1,		0 , 		155,tcp
3,		40 , 		0,		0 , 		155,tcp
3,		40 , 		1,		0 , 		155,tcp
4,		20 , 		0,		0 , 		155,tcp
4,		20 , 		1,		0 , 		155,tcp
4,		40 , 		0,		0 , 		155,tcp
4,		40 , 		1,		0 , 		155,tcp
5,		20 , 		0,		0 , 		155,tcp
5,		20 , 		1,		0 , 		155,tcp
5,		40 , 		0,		0 , 		155,tcp
5,		40 , 		1,		0 , 		155,tcp
6,		20 , 		0,		0 , 		155,tcp
6,		20 , 		1,		0 , 		155,tcp
6,		40 , 		0,		0 , 		155,tcp
6,		40 , 		1,		0 , 		155,tcp
7,		20 , 		0,		0 , 		155,tcp
7,		20 , 		1,		0 , 		155,tcp
7,		40 , 		0,		0 , 		155,tcp
7,		40 , 		1,		0 , 		155,tcp
0,		20 , 		0,		0 , 		156,tcp
0,		20 , 		1,		0 , 		156,tcp
0,		40 , 		0,		0 , 		156,tcp
0,		40 , 		1,		0 , 		156,tcp
1,		20 , 		0,		0 , 		156,tcp
1,		20 , 		1,		0 , 		156,tcp
1,		40 , 		0,		0 , 		156,tcp
1,		40 , 		1,		0 , 		156,tcp
2,		20 , 		0,		0 , 		156,tcp
2,		20 , 		1,		0 , 		156,tcp
2,		40 , 		0,		0 , 		156,tcp
2,		40 , 		1,		0 , 		156,tcp
3,		20 , 		0,		0 , 		156,tcp
3,		20 , 		1,		0 , 		156,tcp
3,		40 , 		0,		0 , 		156,tcp
3,		40 , 		1,		0 , 		156,tcp
4,		20 , 		0,		0 , 		156,tcp
4,		20 , 		1,		0 , 		156,tcp
4,		40 , 		0,		0 , 		156,tcp
4,		40 , 		1,		0 , 		156,tcp
5,		20 , 		0,		0 , 		156,tcp
5,		20 , 		1,		0 , 		156,tcp
5,		40 , 		0,		0 , 		156,tcp
5,		40 , 		1,		0 , 		156,tcp
6,		20 , 		0,		0 , 		156,tcp
6,		20 , 		1,		0 , 		156,tcp
6,		40 , 		0,		0 , 		156,tcp
6,		40 , 		1,		0 , 		156,tcp
7,		20 , 		0,		0 , 		156,tcp
7,		20 , 		1,		0 , 		156,tcp
7,		40 , 		0,		0 , 		156,tcp
7,		40 , 		1,		0 , 		156,tcp
0,		20 , 		0,		0 , 		157,tcp
0,		20 , 		1,		0 , 		157,tcp
0,		40 , 		0,		0 , 		157,tcp
0,		40 , 		1,		0 , 		157,tcp
1,		20 , 		0,		0 , 		157,tcp
1,		20 , 		1,		0 , 		157,tcp
1,		40 , 		0,		0 , 		157,tcp
1,		40 , 		1,		0 , 		157,tcp
2,		20 , 		0,		0 , 		157,tcp
2,		20 , 		1,		0 , 		157,tcp
2,		40 , 		0,		0 , 		157,tcp
2,		40 , 		1,		0 , 		157,tcp
3,		20 , 		0,		0 , 		157,tcp
3,		20 , 		1,		0 , 		157,tcp
3,		40 , 		0,		0 , 		157,tcp
3,		40 , 		1,		0 , 		157,tcp
4,		20 , 		0,		0 , 		157,tcp
4,		20 , 		1,		0 , 		157,tcp
4,		40 , 		0,		0 , 		157,tcp
4,		40 , 		1,		0 , 		157,tcp
5,		20 , 		0,		0 , 		157,tcp
5,		20 , 		1,		0 , 		157,tcp
5,		40 , 		0,		0 , 		157,tcp
5,		40 , 		1,		0 , 		157,tcp
6,		20 , 		0,		0 , 		157,tcp
6,		20 , 		1,		0 , 		157,tcp
6,		40 , 		0,		0 , 		157,tcp
6,		40 , 		1,		0 , 		157,tcp
7,		20 , 		0,		0 , 		157,tcp
7,		20 , 		1,		0 , 		157,tcp
7,		40 , 		0,		0 , 		157,tcp
7,		40 , 		1,		0 , 		157,tcp
0,		20 , 		0,		0 , 		158,tcp
0,		20 , 		1,		0 , 		158,tcp
0,		40 , 		0,		0 , 		158,tcp
0,		40 , 		1,		0 , 		158,tcp
1,		20 , 		0,		0 , 		158,tcp
1,		20 , 		1,		0 , 		158,tcp
1,		40 , 		0,		0 , 		158,tcp
1,		40 , 		1,		0 , 		158,tcp
2,		20 , 		0,		0 , 		158,tcp
2,		20 , 		1,		0 , 		158,tcp
2,		40 , 		0,		0 , 		158,tcp
2,		40 , 		1,		0 , 		158,tcp
3,		20 , 		0,		0 , 		158,tcp
3,		20 , 		1,		0 , 		158,tcp
3,		40 , 		0,		0 , 		158,tcp
3,		40 , 		1,		0 , 		158,tcp
4,		20 , 		0,		0 , 		158,tcp
4,		20 , 		1,		0 , 		158,tcp
4,		40 , 		0,		0 , 		158,tcp
4,		40 , 		1,		0 , 		158,tcp
5,		20 , 		0,		0 , 		158,tcp
5,		20 , 		1,		0 , 		158,tcp
5,		40 , 		0,		0 , 		158,tcp
5,		40 , 		1,		0 , 		158,tcp
6,		20 , 		0,		0 , 		158,tcp
6,		20 , 		1,		0 , 		158,tcp
6,		40 , 		0,		0 , 		158,tcp
6,		40 , 		1,		0 , 		158,tcp
7,		20 , 		0,		0 , 		158,tcp
7,		20 , 		1,		0 , 		158,tcp
7,		40 , 		0,		0 , 		158,tcp
7,		40 , 		1,		0 , 		158,tcp
0,		20 , 		0,		0 , 		159,tcp
0,		20 , 		1,		0 , 		159,tcp
0,		40 , 		0,		0 , 		159,tcp
0,		40 , 		1,		0 , 		159,tcp
1,		20 , 		0,		0 , 		159,tcp
1,		20 , 		1,		0 , 		159,tcp
1,		40 , 		0,		0 , 		159,tcp
1,		40 , 		1,		0 , 		159,tcp
2,		20 , 		0,		0 , 		159,tcp
2,		20 , 		1,		0 , 		159,tcp
2,		40 , 		0,		0 , 		159,tcp
2,		40 , 		1,		0 , 		159,tcp
3,		20 , 		0,		0 , 		159,tcp
3,		20 , 		1,		0 , 		159,tcp
3,		40 , 		0,		0 , 		159,tcp
3,		40 , 		1,		0 , 		159,tcp
4,		20 , 		0,		0 , 		159,tcp
4,		20 , 		1,		0 , 		159,tcp
4,		40 , 		0,		0 , 		159,tcp
4,		40 , 		1,		0 , 		159,tcp
5,		20 , 		0,		0 , 		159,tcp
5,		20 , 		1,		0 , 		159,tcp
5,		40 , 		0,		0 , 		159,tcp
5,		40 , 		1,		0 , 		159,tcp
6,		20 , 		0,		0 , 		159,tcp
6,		20 , 		1,		0 , 		159,tcp
6,		40 , 		0,		0 , 		159,tcp
6,		40 , 		1,		0 , 		159,tcp
7,		20 , 		0,		0 , 		159,tcp
7,		20 , 		1,		0 , 		159,tcp
7,		40 , 		0,		0 , 		159,tcp
7,		40 , 		1,		0 , 		159,tcp
0,		20 , 		0,		0 , 		160,tcp
0,		20 , 		1,		0 , 		160,tcp
0,		40 , 		0,		0 , 		160,tcp
0,		40 , 		1,		0 , 		160,tcp
1,		20 , 		0,		0 , 		160,tcp
1,		20 , 		1,		0 , 		160,tcp
1,		40 , 		0,		0 , 		160,tcp
1,		40 , 		1,		0 , 		160,tcp
2,		20 , 		0,		0 , 		160,tcp
2,		20 , 		1,		0 , 		160,tcp
2,		40 , 		0,		0 , 		160,tcp
2,		40 , 		1,		0 , 		160,tcp
3,		20 , 		0,		0 , 		160,tcp
3,		20 , 		1,		0 , 		160,tcp
3,		40 , 		0,		0 , 		160,tcp
3,		40 , 		1,		0 , 		160,tcp
4,		20 , 		0,		0 , 		160,tcp
4,		20 , 		1,		0 , 		160,tcp
4,		40 , 		0,		0 , 		160,tcp
4,		40 , 		1,		0 , 		160,tcp
5,		20 , 		0,		0 , 		160,tcp
5,		20 , 		1,		0 , 		160,tcp
5,		40 , 		0,		0 , 		160,tcp
5,		40 , 		1,		0 , 		160,tcp
6,		20 , 		0,		0 , 		160,tcp
6,		20 , 		1,		0 , 		160,tcp
6,		40 , 		0,		0 , 		160,tcp
6,		40 , 		1,		0 , 		160,tcp
7,		20 , 		0,		0 , 		160,tcp
7,		20 , 		1,		0 , 		160,tcp
7,		40 , 		0,		0 , 		160,tcp
7,		40 , 		1,		0 , 		160,tcp
0,		20 , 		0,		0 , 		161,tcp
0,		20 , 		1,		0 , 		161,tcp
0,		40 , 		0,		0 , 		161,tcp
0,		40 , 		1,		0 , 		161,tcp
1,		20 , 		0,		0 , 		161,tcp
1,		20 , 		1,		0 , 		161,tcp
1,		40 , 		0,		0 , 		161,tcp
1,		40 , 		1,		0 , 		161,tcp
2,		20 , 		0,		0 , 		161,tcp
2,		20 , 		1,		0 , 		161,tcp
2,		40 , 		0,		0 , 		161,tcp
2,		40 , 		1,		0 , 		161,tcp
3,		20 , 		0,		0 , 		161,tcp
3,		20 , 		1,		0 , 		161,tcp
3,		40 , 		0,		0 , 		161,tcp
3,		40 , 		1,		0 , 		161,tcp
4,		20 , 		0,		0 , 		161,tcp
4,		20 , 		1,		0 , 		161,tcp
4,		40 , 		0,		0 , 		161,tcp
4,		40 , 		1,		0 , 		161,tcp
5,		20 , 		0,		0 , 		161,tcp
5,		20 , 		1,		0 , 		161,tcp
5,		40 , 		0,		0 , 		161,tcp
5,		40 , 		1,		0 , 		161,tcp
6,		20 , 		0,		0 , 		161,tcp
6,		20 , 		1,		0 , 		161,tcp
6,		40 , 		0,		0 , 		161,tcp
6,		40 , 		1,		0 , 		161,tcp
7,		20 , 		0,		0 , 		161,tcp
7,		20 , 		1,		0 , 		161,tcp
7,		40 , 		0,		0 , 		161,tcp
7,		40 , 		1,		0 , 		161,tcp
0,		20 , 		0,		0 , 		162,tcp
0,		20 , 		1,		0 , 		162,tcp
0,		40 , 		0,		0 , 		162,tcp
0,		40 , 		1,		0 , 		162,tcp
1,		20 , 		0,		0 , 		162,tcp
1,		20 , 		1,		0 , 		162,tcp
1,		40 , 		0,		0 , 		162,tcp
1,		40 , 		1,		0 , 		162,tcp
2,		20 , 		0,		0 , 		162,tcp
2,		20 , 		1,		0 , 		162,tcp
2,		40 , 		0,		0 , 		162,tcp
2,		40 , 		1,		0 , 		162,tcp
3,		20 , 		0,		0 , 		162,tcp
3,		20 , 		1,		0 , 		162,tcp
3,		40 , 		0,		0 , 		162,tcp
3,		40 , 		1,		0 , 		162,tcp
4,		20 , 		0,		0 , 		162,tcp
4,		20 , 		1,		0 , 		162,tcp
4,		40 , 		0,		0 , 		162,tcp
4,		40 , 		1,		0 , 		162,tcp
5,		20 , 		0,		0 , 		162,tcp
5,		20 , 		1,		0 , 		162,tcp
5,		40 , 		0,		0 , 		162,tcp
5,		40 , 		1,		0 , 		162,tcp
6,		20 , 		0,		0 , 		162,tcp
6,		20 , 		1,		0 , 		162,tcp
6,		40 , 		0,		0 , 		162,tcp
6,		40 , 		1,		0 , 		162,tcp
7,		20 , 		0,		0 , 		162,tcp
7,		20 , 		1,		0 , 		162,tcp
7,		40 , 		0,		0 , 		162,tcp
7,		40 , 		1,		0 , 		162,tcp
0,		20 , 		0,		0 , 		163,tcp
0,		20 , 		1,		0 , 		163,tcp
0,		40 , 		0,		0 , 		163,tcp
0,		40 , 		1,		0 , 		163,tcp
1,		20 , 		0,		0 , 		163,tcp
1,		20 , 		1,		0 , 		163,tcp
1,		40 , 		0,		0 , 		163,tcp
1,		40 , 		1,		0 , 		163,tcp
2,		20 , 		0,		0 , 		163,tcp
2,		20 , 		1,		0 , 		163,tcp
2,		40 , 		0,		0 , 		163,tcp
2,		40 , 		1,		0 , 		163,tcp
3,		20 , 		0,		0 , 		163,tcp
3,		20 , 		1,		0 , 		163,tcp
3,		40 , 		0,		0 , 		163,tcp
3,		40 , 		1,		0 , 		163,tcp
4,		20 , 		0,		0 , 		163,tcp
4,		20 , 		1,		0 , 		163,tcp
4,		40 , 		0,		0 , 		163,tcp
4,		40 , 		1,		0 , 		163,tcp
5,		20 , 		0,		0 , 		163,tcp
5,		20 , 		1,		0 , 		163,tcp
5,		40 , 		0,		0 , 		163,tcp
5,		40 , 		1,		0 , 		163,tcp
6,		20 , 		0,		0 , 		163,tcp
6,		20 , 		1,		0 , 		163,tcp
6,		40 , 		0,		0 , 		163,tcp
6,		40 , 		1,		0 , 		163,tcp
7,		20 , 		0,		0 , 		163,tcp
7,		20 , 		1,		0 , 		163,tcp
7,		40 , 		0,		0 , 		163,tcp
7,		40 , 		1,		0 , 		163,tcp
0,		20 , 		0,		0 , 		164,tcp
0,		20 , 		1,		0 , 		164,tcp
0,		40 , 		0,		0 , 		164,tcp
0,		40 , 		1,		0 , 		164,tcp
1,		20 , 		0,		0 , 		164,tcp
1,		20 , 		1,		0 , 		164,tcp
1,		40 , 		0,		0 , 		164,tcp
1,		40 , 		1,		0 , 		164,tcp
2,		20 , 		0,		0 , 		164,tcp
2,		20 , 		1,		0 , 		164,tcp
2,		40 , 		0,		0 , 		164,tcp
2,		40 , 		1,		0 , 		164,tcp
3,		20 , 		0,		0 , 		164,tcp
3,		20 , 		1,		0 , 		164,tcp
3,		40 , 		0,		0 , 		164,tcp
3,		40 , 		1,		0 , 		164,tcp
4,		20 , 		0,		0 , 		164,tcp
4,		20 , 		1,		0 , 		164,tcp
4,		40 , 		0,		0 , 		164,tcp
4,		40 , 		1,		0 , 		164,tcp
5,		20 , 		0,		0 , 		164,tcp
5,		20 , 		1,		0 , 		164,tcp
5,		40 , 		0,		0 , 		164,tcp
5,		40 , 		1,		0 , 		164,tcp
6,		20 , 		0,		0 , 		164,tcp
6,		20 , 		1,		0 , 		164,tcp
6,		40 , 		0,		0 , 		164,tcp
6,		40 , 		1,		0 , 		164,tcp
7,		20 , 		0,		0 , 		164,tcp
7,		20 , 		1,		0 , 		164,tcp
7,		40 , 		0,		0 , 		164,tcp
7,		40 , 		1,		0 , 		164,tcp
0,		20 , 		0,		0 , 		165,tcp
0,		20 , 		1,		0 , 		165,tcp
0,		40 , 		0,		0 , 		165,tcp
0,		40 , 		1,		0 , 		165,tcp
1,		20 , 		0,		0 , 		165,tcp
1,		20 , 		1,		0 , 		165,tcp
1,		40 , 		0,		0 , 		165,tcp
1,		40 , 		1,		0 , 		165,tcp
2,		20 , 		0,		0 , 		165,tcp
2,		20 , 		1,		0 , 		165,tcp
2,		40 , 		0,		0 , 		165,tcp
2,		40 , 		1,		0 , 		165,tcp
3,		20 , 		0,		0 , 		165,tcp
3,		20 , 		1,		0 , 		165,tcp
3,		40 , 		0,		0 , 		165,tcp
3,		40 , 		1,		0 , 		165,tcp
4,		20 , 		0,		0 , 		165,tcp
4,		20 , 		1,		0 , 		165,tcp
4,		40 , 		0,		0 , 		165,tcp
4,		40 , 		1,		0 , 		165,tcp
5,		20 , 		0,		0 , 		165,tcp
5,		20 , 		1,		0 , 		165,tcp
5,		40 , 		0,		0 , 		165,tcp
5,		40 , 		1,		0 , 		165,tcp
6,		20 , 		0,		0 , 		165,tcp
6,		20 , 		1,		0 , 		165,tcp
6,		40 , 		0,		0 , 		165,tcp
6,		40 , 		1,		0 , 		165,tcp
7,		20 , 		0,		0 , 		165,tcp
7,		20 , 		1,		0 , 		165,tcp
7,		40 , 		0,		0 , 		165,tcp
7,		40 , 		1,		0 , 		165,tcp
0,		20 , 		0,		0 , 		166,tcp
0,		20 , 		1,		0 , 		166,tcp
0,		40 , 		0,		0 , 		166,tcp
0,		40 , 		1,		0 , 		166,tcp
1,		20 , 		0,		0 , 		166,tcp
1,		20 , 		1,		0 , 		166,tcp
1,		40 , 		0,		0 , 		166,tcp
1,		40 , 		1,		0 , 		166,tcp
2,		20 , 		0,		0 , 		166,tcp
2,		20 , 		1,		0 , 		166,tcp
2,		40 , 		0,		0 , 		166,tcp
2,		40 , 		1,		0 , 		166,tcp
3,		20 , 		0,		0 , 		166,tcp
3,		20 , 		1,		0 , 		166,tcp
3,		40 , 		0,		0 , 		166,tcp
3,		40 , 		1,		0 , 		166,tcp
4,		20 , 		0,		0 , 		166,tcp
4,		20 , 		1,		0 , 		166,tcp
4,		40 , 		0,		0 , 		166,tcp
4,		40 , 		1,		0 , 		166,tcp
5,		20 , 		0,		0 , 		166,tcp
5,		20 , 		1,		0 , 		166,tcp
5,		40 , 		0,		0 , 		166,tcp
5,		40 , 		1,		0 , 		166,tcp
6,		20 , 		0,		0 , 		166,tcp
6,		20 , 		1,		0 , 		166,tcp
6,		40 , 		0,		0 , 		166,tcp
6,		40 , 		1,		0 , 		166,tcp
7,		20 , 		0,		0 , 		166,tcp
7,		20 , 		1,		0 , 		166,tcp
7,		40 , 		0,		0 , 		166,tcp
7,		40 , 		1,		0 , 		166,tcp
0,		20 , 		0,		0 , 		167,tcp
0,		20 , 		1,		0 , 		167,tcp
0,		40 , 		0,		0 , 		167,tcp
0,		40 , 		1,		0 , 		167,tcp
1,		20 , 		0,		0 , 		167,tcp
1,		20 , 		1,		0 , 		167,tcp
1,		40 , 		0,		0 , 		167,tcp
1,		40 , 		1,		0 , 		167,tcp
2,		20 , 		0,		0 , 		167,tcp
2,		20 , 		1,		0 , 		167,tcp
2,		40 , 		0,		0 , 		167,tcp
2,		40 , 		1,		0 , 		167,tcp
3,		20 , 		0,		0 , 		167,tcp
3,		20 , 		1,		0 , 		167,tcp
3,		40 , 		0,		0 , 		167,tcp
3,		40 , 		1,		0 , 		167,tcp
4,		20 , 		0,		0 , 		167,tcp
4,		20 , 		1,		0 , 		167,tcp
4,		40 , 		0,		0 , 		167,tcp
4,		40 , 		1,		0 , 		167,tcp
5,		20 , 		0,		0 , 		167,tcp
5,		20 , 		1,		0 , 		167,tcp
5,		40 , 		0,		0 , 		167,tcp
5,		40 , 		1,		0 , 		167,tcp
6,		20 , 		0,		0 , 		167,tcp
6,		20 , 		1,		0 , 		167,tcp
6,		40 , 		0,		0 , 		167,tcp
6,		40 , 		1,		0 , 		167,tcp
7,		20 , 		0,		0 , 		167,tcp
7,		20 , 		1,		0 , 		167,tcp
7,		40 , 		0,		0 , 		167,tcp
