MCS_value, Channel_width_MHz,  short_GI, Throughput_Mbits_per_s,  Distance_m,Protocol
1,		40 , 		0,		22.4764 , 		45,tcp
1,		40 , 		1,		24.6473 , 		45,tcp
2,		20 , 		0,		15.8678 , 		45,tcp
2,		20 , 		1,		18.0015 , 		45,tcp
2,		40 , 		0,		33.2206 , 		45,tcp
2,		40 , 		1,		37.7847 , 		45,tcp
3,		20 , 		0,		21.3586 , 		45,tcp
3,		20 , 		1,		23.7982 , 		45,tcp
3,		40 , 		0,		0.0162176 , 		45,tcp
3,		40 , 		1,		0.0092672 , 		45,tcp
4,		20 , 		0,		0.0602368 , 		45,tcp
4,		20 , 		1,		0.052128 , 		45,tcp
4,		40 , 		0,		0 , 		45,tcp
4,		40 , 		1,		0 , 		45,tcp
5,		20 , 		0,		0 , 		45,tcp
5,		20 , 		1,		0 , 		45,tcp
5,		40 , 		0,		0 , 		45,tcp
5,		40 , 		1,		0 , 		45,tcp
6,		20 , 		0,		0 , 		45,tcp
6,		20 , 		1,		0 , 		45,tcp
6,		40 , 		0,		0 , 		45,tcp
6,		40 , 		1,		0 , 		45,tcp
7,		20 , 		0,		0 , 		45,tcp
7,		20 , 		1,		0 , 		45,tcp
7,		40 , 		0,		0 , 		45,tcp
7,		40 , 		1,		0 , 		45,tcp
0,		20 , 		0,		5.32169 , 		46,tcp
0,		20 , 		1,		5.97966 , 		46,tcp
0,		40 , 		0,		11.3083 , 		46,tcp
0,		40 , 		1,		12.2246 , 		46,tcp
1,		20 , 		0,		10.8067 , 		46,tcp
1,		20 , 		1,		11.7022 , 		46,tcp
1,		40 , 		0,		22.232 , 		46,tcp
1,		40 , 		1,		24.8419 , 		46,tcp
2,		20 , 		0,		15.9616 , 		46,tcp
2,		20 , 		1,		17.8313 , 		46,tcp
2,		40 , 		0,		33.3422 , 		46,tcp
2,		40 , 		1,		37.0931 , 		46,tcp
3,		20 , 		0,		21.5822 , 		46,tcp
3,		20 , 		1,		23.7229 , 		46,tcp
3,		40 , 		0,		0 , 		46,tcp
3,		40 , 		1,		0 , 		46,tcp
4,		20 , 		0,		0 , 		46,tcp
4,		20 , 		1,		0 , 		46,tcp
4,		40 , 		0,		0 , 		46,tcp
4,		40 , 		1,		0 , 		46,tcp
5,		20 , 		0,		0 , 		46,tcp
5,		20 , 		1,		0 , 		46,tcp
5,		40 , 		0,		0 , 		46,tcp
5,		40 , 		1,		0 , 		46,tcp
6,		20 , 		0,		0 , 		46,tcp
6,		20 , 		1,		0 , 		46,tcp
6,		40 , 		0,		0 , 		46,tcp
6,		40 , 		1,		0 , 		46,tcp
7,		20 , 		0,		0 , 		46,tcp
7,		20 , 		1,		0 , 		46,tcp
7,		40 , 		0,		0 , 		46,tcp
7,		40 , 		1,		0 , 		46,tcp
0,		20 , 		0,		5.41552 , 		47,tcp
0,		20 , 		1,		5.98082 , 		47,tcp
0,		40 , 		0,		11.0199 , 		47,tcp
0,		40 , 		1,		12.4516 , 		47,tcp
1,		20 , 		0,		10.9005 , 		47,tcp
1,		20 , 		1,		11.9211 , 		47,tcp
1,		40 , 		0,		22.6201 , 		47,tcp
1,		40 , 		1,		24.872 , 		47,tcp
2,		20 , 		0,		15.9616 , 		47,tcp
2,		20 , 		1,		17.9679 , 		47,tcp
2,		40 , 		0,		33.5415 , 		47,tcp
2,		40 , 		1,		37.348 , 		47,tcp
3,		20 , 		0,		21.3169 , 		47,tcp
3,		20 , 		1,		23.8213 , 		47,tcp
3,		40 , 		0,		0 , 		47,tcp
3,		40 , 		1,		0 , 		47,tcp
4,		20 , 		0,		0 , 		47,tcp
4,		20 , 		1,		0 , 		47,tcp
4,		40 , 		0,		0 , 		47,tcp
4,		40 , 		1,		0 , 		47,tcp
5,		20 , 		0,		0 , 		47,tcp
5,		20 , 		1,		0 , 		47,tcp
5,		40 , 		0,		0 , 		47,tcp
5,		40 , 		1,		0 , 		47,tcp
6,		20 , 		0,		0 , 		47,tcp
6,		20 , 		1,		0 , 		47,tcp
6,		40 , 		0,		0 , 		47,tcp
6,		40 , 		1,		0 , 		47,tcp
7,		20 , 		0,		0 , 		47,tcp
7,		20 , 		1,		0 , 		47,tcp
7,		40 , 		0,		0 , 		47,tcp
7,		40 , 		1,		0 , 		47,tcp
0,		20 , 		0,		5.28462 , 		48,tcp
0,		20 , 		1,		5.95765 , 		48,tcp
0,		40 , 		0,		11.0048 , 		48,tcp
0,		40 , 		1,		12.3092 , 		48,tcp
1,		20 , 		0,		10.6631 , 		48,tcp
1,		20 , 		1,		11.9304 , 		48,tcp
1,		40 , 		0,		22.2888 , 		48,tcp
1,		40 , 		1,		24.8882 , 		48,tcp
2,		20 , 		0,		16.067 , 		48,tcp
2,		20 , 		1,		17.9413 , 		48,tcp
2,		40 , 		0,		33.5843 , 		48,tcp
2,		40 , 		1,		37.5298 , 		48,tcp
3,		20 , 		0,		21.4107 , 		48,tcp
3,		20 , 		1,		24.0901 , 		48,tcp
3,		40 , 		0,		0 , 		48,tcp
3,		40 , 		1,		0 , 		48,tcp
4,		20 , 		0,		0 , 		48,tcp
4,		20 , 		1,		0 , 		48,tcp
4,		40 , 		0,		0 , 		48,tcp
4,		40 , 		1,		0 , 		48,tcp
5,		20 , 		0,		0 , 		48,tcp
5,		20 , 		1,		0 , 		48,tcp
5,		40 , 		0,		0 , 		48,tcp
5,		40 , 		1,		0 , 		48,tcp
6,		20 , 		0,		0 , 		48,tcp
6,		20 , 		1,		0 , 		48,tcp
6,		40 , 		0,		0 , 		48,tcp
6,		40 , 		1,		0 , 		48,tcp
7,		20 , 		0,		0 , 		48,tcp
7,		20 , 		1,		0 , 		48,tcp
7,		40 , 		0,		0 , 		48,tcp
7,		40 , 		1,		0 , 		48,tcp
0,		20 , 		0,		5.39119 , 		49,tcp
0,		20 , 		1,		5.90205 , 		49,tcp
0,		40 , 		0,		11.1287 , 		49,tcp
0,		40 , 		1,		12.4493 , 		49,tcp
1,		20 , 		0,		10.6816 , 		49,tcp
1,		20 , 		1,		11.8446 , 		49,tcp
1,		40 , 		0,		22.488 , 		49,tcp
1,		40 , 		1,		24.784 , 		49,tcp
2,		20 , 		0,		16.0867 , 		49,tcp
2,		20 , 		1,		17.8498 , 		49,tcp
2,		40 , 		0,		33.4222 , 		49,tcp
2,		40 , 		1,		37.5241 , 		49,tcp
3,		20 , 		0,		21.3261 , 		49,tcp
3,		20 , 		1,		24.0183 , 		49,tcp
3,		40 , 		0,		0 , 		49,tcp
3,		40 , 		1,		0 , 		49,tcp
4,		20 , 		0,		0 , 		49,tcp
4,		20 , 		1,		0 , 		49,tcp
4,		40 , 		0,		0 , 		49,tcp
4,		40 , 		1,		0 , 		49,tcp
5,		20 , 		0,		0 , 		49,tcp
5,		20 , 		1,		0 , 		49,tcp
5,		40 , 		0,		0 , 		49,tcp
5,		40 , 		1,		0 , 		49,tcp
6,		20 , 		0,		0 , 		49,tcp
6,		20 , 		1,		0 , 		49,tcp
6,		40 , 		0,		0 , 		49,tcp
6,		40 , 		1,		0 , 		49,tcp
7,		20 , 		0,		0 , 		49,tcp
7,		20 , 		1,		0 , 		49,tcp
7,		40 , 		0,		0 , 		49,tcp
7,		40 , 		1,		0 , 		49,tcp
0,		20 , 		0,		5.3159 , 		50,tcp
0,		20 , 		1,		5.89973 , 		50,tcp
0,		40 , 		0,		11.0963 , 		50,tcp
0,		40 , 		1,		12.3682 , 		50,tcp
1,		20 , 		0,		10.7766 , 		50,tcp
1,		20 , 		1,		11.9767 , 		50,tcp
1,		40 , 		0,		22.3594 , 		50,tcp
1,		40 , 		1,		24.3994 , 		50,tcp
2,		20 , 		0,		16.1099 , 		50,tcp
2,		20 , 		1,		17.917 , 		50,tcp
2,		40 , 		0,		33.6596 , 		50,tcp
2,		40 , 		1,		37.5044 , 		50,tcp
3,		20 , 		0,		21.0921 , 		50,tcp
3,		20 , 		1,		23.5804 , 		50,tcp
3,		40 , 		0,		0 , 		50,tcp
3,		40 , 		1,		0 , 		50,tcp
4,		20 , 		0,		0 , 		50,tcp
4,		20 , 		1,		0 , 		50,tcp
4,		40 , 		0,		0 , 		50,tcp
4,		40 , 		1,		0 , 		50,tcp
5,		20 , 		0,		0 , 		50,tcp
5,		20 , 		1,		0 , 		50,tcp
5,		40 , 		0,		0 , 		50,tcp
5,		40 , 		1,		0 , 		50,tcp
6,		20 , 		0,		0 , 		50,tcp
6,		20 , 		1,		0 , 		50,tcp
6,		40 , 		0,		0 , 		50,tcp
6,		40 , 		1,		0 , 		50,tcp
7,		20 , 		0,		0 , 		50,tcp
7,		20 , 		1,		0 , 		50,tcp
7,		40 , 		0,		0 , 		50,tcp
7,		40 , 		1,		0 , 		50,tcp
0,		20 , 		0,		5.39467 , 		51,tcp
0,		20 , 		1,		5.92985 , 		51,tcp
0,		40 , 		0,		11.0616 , 		51,tcp
0,		40 , 		1,		12.4401 , 		51,tcp
1,		20 , 		0,		10.633 , 		51,tcp
1,		20 , 		1,		11.906 , 		51,tcp
1,		40 , 		0,		22.3745 , 		51,tcp
1,		40 , 		1,		25.1002 , 		51,tcp
2,		20 , 		0,		15.9917 , 		51,tcp
2,		20 , 		1,		17.9482 , 		51,tcp
2,		40 , 		0,		33.6063 , 		51,tcp
2,		40 , 		1,		37.3503 , 		51,tcp
3,		20 , 		0,		20.7991 , 		51,tcp
3,		20 , 		1,		23.0058 , 		51,tcp
3,		40 , 		0,		0 , 		51,tcp
3,		40 , 		1,		0 , 		51,tcp
4,		20 , 		0,		0 , 		51,tcp
4,		20 , 		1,		0 , 		51,tcp
4,		40 , 		0,		0 , 		51,tcp
4,		40 , 		1,		0 , 		51,tcp
5,		20 , 		0,		0 , 		51,tcp
5,		20 , 		1,		0 , 		51,tcp
5,		40 , 		0,		0 , 		51,tcp
5,		40 , 		1,		0 , 		51,tcp
6,		20 , 		0,		0 , 		51,tcp
6,		20 , 		1,		0 , 		51,tcp
6,		40 , 		0,		0 , 		51,tcp
6,		40 , 		1,		0 , 		51,tcp
7,		20 , 		0,		0 , 		51,tcp
7,		20 , 		1,		0 , 		51,tcp
7,		40 , 		0,		0 , 		51,tcp
7,		40 , 		1,		0 , 		51,tcp
0,		20 , 		0,		5.41784 , 		52,tcp
0,		20 , 		1,		5.92753 , 		52,tcp
0,		40 , 		0,		11.2318 , 		52,tcp
0,		40 , 		1,		12.2593 , 		52,tcp
1,		20 , 		0,		10.787 , 		52,tcp
1,		20 , 		1,		11.8597 , 		52,tcp
1,		40 , 		0,		22.1996 , 		52,tcp
1,		40 , 		1,		24.4399 , 		52,tcp
2,		20 , 		0,		15.9859 , 		52,tcp
2,		20 , 		1,		17.9367 , 		52,tcp
2,		40 , 		0,		33.5855 , 		52,tcp
2,		40 , 		1,		37.0954 , 		52,tcp
3,		20 , 		0,		20.2164 , 		52,tcp
3,		20 , 		1,		22.5633 , 		52,tcp
3,		40 , 		0,		0 , 		52,tcp
3,		40 , 		1,		0 , 		52,tcp
4,		20 , 		0,		0 , 		52,tcp
4,		20 , 		1,		0 , 		52,tcp
4,		40 , 		0,		0 , 		52,tcp
4,		40 , 		1,		0 , 		52,tcp
5,		20 , 		0,		0 , 		52,tcp
5,		20 , 		1,		0 , 		52,tcp
5,		40 , 		0,		0 , 		52,tcp
5,		40 , 		1,		0 , 		52,tcp
6,		20 , 		0,		0 , 		52,tcp
6,		20 , 		1,		0 , 		52,tcp
6,		40 , 		0,		0 , 		52,tcp
6,		40 , 		1,		0 , 		52,tcp
7,		20 , 		0,		0 , 		52,tcp
7,		20 , 		1,		0 , 		52,tcp
7,		40 , 		0,		0 , 		52,tcp
7,		40 , 		1,		0 , 		52,tcp
0,		20 , 		0,		5.29157 , 		53,tcp
0,		20 , 		1,		5.95649 , 		53,tcp
0,		40 , 		0,		11.1206 , 		53,tcp
0,		40 , 		1,		12.3636 , 		53,tcp
1,		20 , 		0,		10.5959 , 		53,tcp
1,		20 , 		1,		11.8238 , 		53,tcp
1,		40 , 		0,		22.4637 , 		53,tcp
1,		40 , 		1,		24.6843 , 		53,tcp
2,		20 , 		0,		16.0137 , 		53,tcp
2,		20 , 		1,		18.122 , 		53,tcp
2,		40 , 		0,		33.4048 , 		53,tcp
2,		40 , 		1,		36.4016 , 		53,tcp
3,		20 , 		0,		18.3664 , 		53,tcp
3,		20 , 		1,		20.2349 , 		53,tcp
3,		40 , 		0,		0 , 		53,tcp
3,		40 , 		1,		0 , 		53,tcp
4,		20 , 		0,		0 , 		53,tcp
4,		20 , 		1,		0 , 		53,tcp
4,		40 , 		0,		0 , 		53,tcp
4,		40 , 		1,		0 , 		53,tcp
5,		20 , 		0,		0 , 		53,tcp
5,		20 , 		1,		0 , 		53,tcp
5,		40 , 		0,		0 , 		53,tcp
5,		40 , 		1,		0 , 		53,tcp
6,		20 , 		0,		0 , 		53,tcp
6,		20 , 		1,		0 , 		53,tcp
6,		40 , 		0,		0 , 		53,tcp
6,		40 , 		1,		0 , 		53,tcp
7,		20 , 		0,		0 , 		53,tcp
7,		20 , 		1,		0 , 		53,tcp
7,		40 , 		0,		0 , 		53,tcp
7,		40 , 		1,		0 , 		53,tcp
0,		20 , 		0,		5.30084 , 		54,tcp
0,		20 , 		1,		5.91479 , 		54,tcp
0,		40 , 		0,		11.0187 , 		54,tcp
0,		40 , 		1,		12.3335 , 		54,tcp
1,		20 , 		0,		10.7418 , 		54,tcp
1,		20 , 		1,		11.8342 , 		54,tcp
1,		40 , 		0,		22.2679 , 		54,tcp
1,		40 , 		1,		24.9369 , 		54,tcp
2,		20 , 		0,		15.9604 , 		54,tcp
2,		20 , 		1,		18.0629 , 		54,tcp
2,		40 , 		0,		32.6622 , 		54,tcp
2,		40 , 		1,		36.6981 , 		54,tcp
3,		20 , 		0,		15.1936 , 		54,tcp
3,		20 , 		1,		16.6879 , 		54,tcp
3,		40 , 		0,		0 , 		54,tcp
3,		40 , 		1,		0 , 		54,tcp
4,		20 , 		0,		0 , 		54,tcp
4,		20 , 		1,		0 , 		54,tcp
4,		40 , 		0,		0 , 		54,tcp
4,		40 , 		1,		0 , 		54,tcp
5,		20 , 		0,		0 , 		54,tcp
5,		20 , 		1,		0 , 		54,tcp
5,		40 , 		0,		0 , 		54,tcp
5,		40 , 		1,		0 , 		54,tcp
6,		20 , 		0,		0 , 		54,tcp
6,		20 , 		1,		0 , 		54,tcp
6,		40 , 		0,		0 , 		54,tcp
6,		40 , 		1,		0 , 		54,tcp
7,		20 , 		0,		0 , 		54,tcp
7,		20 , 		1,		0 , 		54,tcp
7,		40 , 		0,		0 , 		54,tcp
7,		40 , 		1,		0 , 		54,tcp
0,		20 , 		0,		5.34717 , 		55,tcp
0,		20 , 		1,		5.98082 , 		55,tcp
0,		40 , 		0,		11.0558 , 		55,tcp
0,		40 , 		1,		12.3138 , 		55,tcp
1,		20 , 		0,		10.7523 , 		55,tcp
1,		20 , 		1,		11.957 , 		55,tcp
1,		40 , 		0,		21.9992 , 		55,tcp
1,		40 , 		1,		25.0342 , 		55,tcp
2,		20 , 		0,		16.016 , 		55,tcp
2,		20 , 		1,		18.0073 , 		55,tcp
2,		40 , 		0,		31.8965 , 		55,tcp
2,		40 , 		1,		34.9455 , 		55,tcp
3,		20 , 		0,		10.1441 , 		55,tcp
3,		20 , 		1,		11.145 , 		55,tcp
3,		40 , 		0,		0 , 		55,tcp
3,		40 , 		1,		0 , 		55,tcp
4,		20 , 		0,		0 , 		55,tcp
4,		20 , 		1,		0 , 		55,tcp
4,		40 , 		0,		0 , 		55,tcp
4,		40 , 		1,		0 , 		55,tcp
5,		20 , 		0,		0 , 		55,tcp
5,		20 , 		1,		0 , 		55,tcp
5,		40 , 		0,		0 , 		55,tcp
5,		40 , 		1,		0 , 		55,tcp
6,		20 , 		0,		0 , 		55,tcp
6,		20 , 		1,		0 , 		55,tcp
6,		40 , 		0,		0 , 		55,tcp
6,		40 , 		1,		0 , 		55,tcp
7,		20 , 		0,		0 , 		55,tcp
7,		20 , 		1,		0 , 		55,tcp
7,		40 , 		0,		0 , 		55,tcp
7,		40 , 		1,		0 , 		55,tcp
0,		20 , 		0,		5.33559 , 		56,tcp
0,		20 , 		1,		5.87425 , 		56,tcp
0,		40 , 		0,		11.1762 , 		56,tcp
0,		40 , 		1,		12.4296 , 		56,tcp
1,		20 , 		0,		10.831 , 		56,tcp
1,		20 , 		1,		11.8806 , 		56,tcp
1,		40 , 		0,		22.4011 , 		56,tcp
1,		40 , 		1,		25.0029 , 		56,tcp
2,		20 , 		0,		16.016 , 		56,tcp
2,		20 , 		1,		17.9494 , 		56,tcp
2,		40 , 		0,		28.9148 , 		56,tcp
2,		40 , 		1,		32.1305 , 		56,tcp
3,		20 , 		0,		0.218938 , 		56,tcp
3,		20 , 		1,		2.01793 , 		56,tcp
3,		40 , 		0,		0 , 		56,tcp
3,		40 , 		1,		0 , 		56,tcp
4,		20 , 		0,		0 , 		56,tcp
4,		20 , 		1,		0 , 		56,tcp
4,		40 , 		0,		0 , 		56,tcp
4,		40 , 		1,		0 , 		56,tcp
5,		20 , 		0,		0 , 		56,tcp
5,		20 , 		1,		0 , 		56,tcp
5,		40 , 		0,		0 , 		56,tcp
5,		40 , 		1,		0 , 		56,tcp
6,		20 , 		0,		0 , 		56,tcp
6,		20 , 		1,		0 , 		56,tcp
6,		40 , 		0,		0 , 		56,tcp
6,		40 , 		1,		0 , 		56,tcp
7,		20 , 		0,		0 , 		56,tcp
7,		20 , 		1,		0 , 		56,tcp
7,		40 , 		0,		0 , 		56,tcp
7,		40 , 		1,		0 , 		56,tcp
0,		20 , 		0,		5.33791 , 		57,tcp
0,		20 , 		1,		5.92522 , 		57,tcp
0,		40 , 		0,		11.0859 , 		57,tcp
0,		40 , 		1,		12.3242 , 		57,tcp
1,		20 , 		0,		10.7673 , 		57,tcp
1,		20 , 		1,		12.0219 , 		57,tcp
1,		40 , 		0,		22.2969 , 		57,tcp
1,		40 , 		1,		24.96 , 		57,tcp
2,		20 , 		0,		16.2859 , 		57,tcp
2,		20 , 		1,		17.793 , 		57,tcp
2,		40 , 		0,		24.2337 , 		57,tcp
2,		40 , 		1,		26.7278 , 		57,tcp
3,		20 , 		0,		0.0127424 , 		57,tcp
3,		20 , 		1,		0.0046336 , 		57,tcp
3,		40 , 		0,		0 , 		57,tcp
3,		40 , 		1,		0 , 		57,tcp
4,		20 , 		0,		0 , 		57,tcp
4,		20 , 		1,		0 , 		57,tcp
4,		40 , 		0,		0 , 		57,tcp
4,		40 , 		1,		0 , 		57,tcp
5,		20 , 		0,		0 , 		57,tcp
5,		20 , 		1,		0 , 		57,tcp
5,		40 , 		0,		0 , 		57,tcp
5,		40 , 		1,		0 , 		57,tcp
6,		20 , 		0,		0 , 		57,tcp
6,		20 , 		1,		0 , 		57,tcp
6,		40 , 		0,		0 , 		57,tcp
6,		40 , 		1,		0 , 		57,tcp
7,		20 , 		0,		0 , 		57,tcp
7,		20 , 		1,		0 , 		57,tcp
7,		40 , 		0,		0 , 		57,tcp
7,		40 , 		1,		0 , 		57,tcp
0,		20 , 		0,		5.39814 , 		58,tcp
0,		20 , 		1,		5.98661 , 		58,tcp
0,		40 , 		0,		10.9955 , 		58,tcp
0,		40 , 		1,		12.2837 , 		58,tcp
1,		20 , 		0,		10.7847 , 		58,tcp
1,		20 , 		1,		12.0103 , 		58,tcp
1,		40 , 		0,		21.9667 , 		58,tcp
1,		40 , 		1,		24.7585 , 		58,tcp
2,		20 , 		0,		15.9407 , 		58,tcp
2,		20 , 		1,		18.0537 , 		58,tcp
2,		40 , 		0,		17.1408 , 		58,tcp
2,		40 , 		1,		18.8055 , 		58,tcp
3,		20 , 		0,		0 , 		58,tcp
3,		20 , 		1,		0 , 		58,tcp
3,		40 , 		0,		0 , 		58,tcp
3,		40 , 		1,		0 , 		58,tcp
4,		20 , 		0,		0 , 		58,tcp
4,		20 , 		1,		0 , 		58,tcp
4,		40 , 		0,		0 , 		58,tcp
4,		40 , 		1,		0 , 		58,tcp
5,		20 , 		0,		0 , 		58,tcp
5,		20 , 		1,		0 , 		58,tcp
5,		40 , 		0,		0 , 		58,tcp
5,		40 , 		1,		0 , 		58,tcp
6,		20 , 		0,		0 , 		58,tcp
6,		20 , 		1,		0 , 		58,tcp
6,		40 , 		0,		0 , 		58,tcp
6,		40 , 		1,		0 , 		58,tcp
7,		20 , 		0,		0 , 		58,tcp
7,		20 , 		1,		0 , 		58,tcp
7,		40 , 		0,		0 , 		58,tcp
7,		40 , 		1,		0 , 		58,tcp
0,		20 , 		0,		5.40741 , 		59,tcp
0,		20 , 		1,		5.8673 , 		59,tcp
0,		40 , 		0,		10.9561 , 		59,tcp
0,		40 , 		1,		12.191 , 		59,tcp
1,		20 , 		0,		10.5553 , 		59,tcp
1,		20 , 		1,		11.884 , 		59,tcp
1,		40 , 		0,		22.4614 , 		59,tcp
1,		40 , 		1,		24.9971 , 		59,tcp
2,		20 , 		0,		15.8979 , 		59,tcp
2,		20 , 		1,		17.7953 , 		59,tcp
2,		40 , 		0,		8.1783 , 		59,tcp
2,		40 , 		1,		8.97644 , 		59,tcp
3,		20 , 		0,		0 , 		59,tcp
3,		20 , 		1,		0 , 		59,tcp
3,		40 , 		0,		0 , 		59,tcp
3,		40 , 		1,		0 , 		59,tcp
4,		20 , 		0,		0 , 		59,tcp
4,		20 , 		1,		0 , 		59,tcp
4,		40 , 		0,		0 , 		59,tcp
4,		40 , 		1,		0 , 		59,tcp
5,		20 , 		0,		0 , 		59,tcp
5,		20 , 		1,		0 , 		59,tcp
5,		40 , 		0,		0 , 		59,tcp
5,		40 , 		1,		0 , 		59,tcp
6,		20 , 		0,		0 , 		59,tcp
6,		20 , 		1,		0 , 		59,tcp
6,		40 , 		0,		0 , 		59,tcp
6,		40 , 		1,		0 , 		59,tcp
7,		20 , 		0,		0 , 		59,tcp
7,		20 , 		1,		0 , 		59,tcp
7,		40 , 		0,		0 , 		59,tcp
7,		40 , 		1,		0 , 		59,tcp
0,		20 , 		0,		5.31242 , 		60,tcp
0,		20 , 		1,		5.92869 , 		60,tcp
0,		40 , 		0,		11.0257 , 		60,tcp
0,		40 , 		1,		12.3706 , 		60,tcp
1,		20 , 		0,		10.7256 , 		60,tcp
1,		20 , 		1,		11.913 , 		60,tcp
1,		40 , 		0,		22.0675 , 		60,tcp
1,		40 , 		1,		24.7886 , 		60,tcp
2,		20 , 		0,		16.1261 , 		60,tcp
2,		20 , 		1,		17.939 , 		60,tcp
2,		40 , 		0,		0.023168 , 		60,tcp
2,		40 , 		1,		0.0023168 , 		60,tcp
3,		20 , 		0,		0 , 		60,tcp
3,		20 , 		1,		0 , 		60,tcp
3,		40 , 		0,		0 , 		60,tcp
3,		40 , 		1,		0 , 		60,tcp
4,		20 , 		0,		0 , 		60,tcp
4,		20 , 		1,		0 , 		60,tcp
4,		40 , 		0,		0 , 		60,tcp
4,		40 , 		1,		0 , 		60,tcp
5,		20 , 		0,		0 , 		60,tcp
5,		20 , 		1,		0 , 		60,tcp
5,		40 , 		0,		0 , 		60,tcp
5,		40 , 		1,		0 , 		60,tcp
6,		20 , 		0,		0 , 		60,tcp
6,		20 , 		1,		0 , 		60,tcp
6,		40 , 		0,		0 , 		60,tcp
6,		40 , 		1,		0 , 		60,tcp
7,		20 , 		0,		0 , 		60,tcp
7,		20 , 		1,		0 , 		60,tcp
7,		40 , 		0,		0 , 		60,tcp
7,		40 , 		1,		0 , 		60,tcp
0,		20 , 		0,		5.33096 , 		61,tcp
0,		20 , 		1,		5.88583 , 		61,tcp
0,		40 , 		0,		10.933 , 		61,tcp
0,		40 , 		1,		12.2072 , 		61,tcp
1,		20 , 		0,		10.7639 , 		61,tcp
1,		20 , 		1,		11.9118 , 		61,tcp
1,		40 , 		0,		22.1335 , 		61,tcp
1,		40 , 		1,		24.7504 , 		61,tcp
2,		20 , 		0,		16.206 , 		61,tcp
2,		20 , 		1,		17.7189 , 		61,tcp
2,		40 , 		0,		0 , 		61,tcp
2,		40 , 		1,		0 , 		61,tcp
3,		20 , 		0,		0 , 		61,tcp
3,		20 , 		1,		0 , 		61,tcp
3,		40 , 		0,		0 , 		61,tcp
3,		40 , 		1,		0 , 		61,tcp
4,		20 , 		0,		0 , 		61,tcp
4,		20 , 		1,		0 , 		61,tcp
4,		40 , 		0,		0 , 		61,tcp
4,		40 , 		1,		0 , 		61,tcp
5,		20 , 		0,		0 , 		61,tcp
5,		20 , 		1,		0 , 		61,tcp
5,		40 , 		0,		0 , 		61,tcp
5,		40 , 		1,		0 , 		61,tcp
6,		20 , 		0,		0 , 		61,tcp
6,		20 , 		1,		0 , 		61,tcp
6,		40 , 		0,		0 , 		61,tcp
6,		40 , 		1,		0 , 		61,tcp
7,		20 , 		0,		0 , 		61,tcp
7,		20 , 		1,		0 , 		61,tcp
7,		40 , 		0,		0 , 		61,tcp
7,		40 , 		1,		0 , 		61,tcp
0,		20 , 		0,		5.37266 , 		62,tcp
0,		20 , 		1,		5.89626 , 		62,tcp
0,		40 , 		0,		11.0836 , 		62,tcp
0,		40 , 		1,		12.3845 , 		62,tcp
1,		20 , 		0,		10.7951 , 		62,tcp
1,		20 , 		1,		11.8458 , 		62,tcp
1,		40 , 		0,		22.1335 , 		62,tcp
1,		40 , 		1,		25.0724 , 		62,tcp
2,		20 , 		0,		16.0902 , 		62,tcp
2,		20 , 		1,		17.7907 , 		62,tcp
2,		40 , 		0,		0 , 		62,tcp
2,		40 , 		1,		0 , 		62,tcp
3,		20 , 		0,		0 , 		62,tcp
3,		20 , 		1,		0 , 		62,tcp
3,		40 , 		0,		0 , 		62,tcp
3,		40 , 		1,		0 , 		62,tcp
4,		20 , 		0,		0 , 		62,tcp
4,		20 , 		1,		0 , 		62,tcp
4,		40 , 		0,		0 , 		62,tcp
4,		40 , 		1,		0 , 		62,tcp
5,		20 , 		0,		0 , 		62,tcp
5,		20 , 		1,		0 , 		62,tcp
5,		40 , 		0,		0 , 		62,tcp
5,		40 , 		1,		0 , 		62,tcp
6,		20 , 		0,		0 , 		62,tcp
6,		20 , 		1,		0 , 		62,tcp
6,		40 , 		0,		0 , 		62,tcp
6,		40 , 		1,		0 , 		62,tcp
7,		20 , 		0,		0 , 		62,tcp
7,		20 , 		1,		0 , 		62,tcp
7,		40 , 		0,		0 , 		62,tcp
7,		40 , 		1,		0 , 		62,tcp
0,		20 , 		0,		5.38424 , 		63,tcp
0,		20 , 		1,		5.81748 , 		63,tcp
0,		40 , 		0,		10.9747 , 		63,tcp
0,		40 , 		1,		12.3879 , 		63,tcp
1,		20 , 		0,		10.7766 , 		63,tcp
1,		20 , 		1,		11.9721 , 		63,tcp
1,		40 , 		0,		22.2448 , 		63,tcp
1,		40 , 		1,		24.4457 , 		63,tcp
2,		20 , 		0,		16.1504 , 		63,tcp
2,		20 , 		1,		17.9343 , 		63,tcp
2,		40 , 		0,		0 , 		63,tcp
2,		40 , 		1,		0 , 		63,tcp
3,		20 , 		0,		0 , 		63,tcp
3,		20 , 		1,		0 , 		63,tcp
3,		40 , 		0,		0 , 		63,tcp
3,		40 , 		1,		0 , 		63,tcp
4,		20 , 		0,		0 , 		63,tcp
4,		20 , 		1,		0 , 		63,tcp
4,		40 , 		0,		0 , 		63,tcp
4,		40 , 		1,		0 , 		63,tcp
5,		20 , 		0,		0 , 		63,tcp
5,		20 , 		1,		0 , 		63,tcp
5,		40 , 		0,		0 , 		63,tcp
5,		40 , 		1,		0 , 		63,tcp
6,		20 , 		0,		0 , 		63,tcp
6,		20 , 		1,		0 , 		63,tcp
6,		40 , 		0,		0 , 		63,tcp
6,		40 , 		1,		0 , 		63,tcp
7,		20 , 		0,		0 , 		63,tcp
7,		20 , 		1,		0 , 		63,tcp
7,		40 , 		0,		0 , 		63,tcp
