FlowID,TX bitrate (kbit/s),RX bitrate (kbit/s),meanDelay [s],PacketLoss (%),Throughput (kbps),Mean jitter (s),Protocol
1,2.9817435897435898,2.9802169421316655,0.009585442392405063,0.0,2.9099926028494116,0.016636327551282054,UDP
2,2.9822337662337666,2.2145057843008007,0.12427800449122808,20.833333333333336,2.1281100188062343,0.11201576816071429,UDP
3,2.9822337662337666,2.9841048450819962,0.015323624294871795,0.0,2.912294289425344,0.01772371861038961,UDP
4,2.9822337662337666,2.8696300936974044,0.04973270215492958,8.974358974358974,2.649553326946491,0.06244802227142857,UDP
5,0.1812397554497407,0.18114233551883754,0.020281873000000002,0.0,0.17675712460390677,0.02792883642857143,UDP
6,0.6923619486859283,90.89472363230465,1.6691142650000002,0.0,0.4800171956239977,0.8255977995,UDP
7,0.13931576654684594,0.13929092577412017,0.00475133725,0.0,0.13600187327721938,0.007538645666666667,UDP
8,0.13205787267709412,0.11175850118641295,0.042781073,14.285714285714285,0.10898406869718703,0.0659896574,UDP
9,0.1373523480360756,0.1745195013848094,0.5926924140000001,0.0,0.13375058053404368,0.7762805673333334,UDP
10,0.3496626825047377,0.33354696864180383,0.027462687833333332,5.263157894736842,0.32512237505271213,0.029414515000000002,UDP
11,0.15341526398759983,0.13100830480499998,0.012191912000000001,14.285714285714285,0.1278708690470418,0.018946368600000003,UDP
12,0.27574348703691925,0.2759085367717357,0.032261726571428576,0.0,0.2690699573598409,0.03112366907692308,UDP
13,0.1049449380713444,0.1048809721481796,0.017613854800000002,0.0,0.10235608685853485,0.023617019250000003,UDP
14,0.28187318646370296,0.26051420840449235,0.0198507044,9.090909090909092,0.25402230306730317,0.01685931988888889,UDP
15,0.11809328395716585,0.11762114561908858,0.13397103566666668,0.0,0.11474160345064634,0.31173222500000003,UDP
16,0.28334567878706246,0.2833806271916014,0.03475376786666667,0.0,0.27647579989546284,0.04653693542857143,UDP
17,0.13735839127516117,0,0,0,0,0,UDP
18,0.3758611837026555,0.37547762790960637,0.10463387323076924,0.0,0.3655601411921072,0.08072253108333333,UDP
19,0.07363689477127182,0.07812674363922206,0.28733556825,0.0,0.07161078652178121,0.367812955,UDP
20,2.9822337662337666,2.228723694487909,0.045132756631578945,24.0,2.118630229880914,0.04199203548214286,UDP
21,0.16225541711383093,0.17973423961312726,0.2888254098333333,0.0,0.15844836630339895,0.23254465980000003,UDP
22,0.04900881067462024,0,1.1428899460000002,50.0,0.20507223886279596,0,UDP
23,0.22331503304232383,0.22315318172121823,0.011182688000000001,0.0,0.21782872869916256,0.009811456714285715,UDP
24,0.07416117691337591,0.0742440624298018,0.011266630750000001,0.0,0.07242142967941723,0.006262296666666668,UDP
25,2.9822337662337666,2.4110525726142193,0.10683258503174603,11.267605633802818,2.3494502286049976,0.12309654437096776,UDP
26,0.059625641305448354,0.07140694979177173,1.3909029793333334,0.0,0.05820498378003735,1.3946027555,UDP
27,0.3486442163624032,0.2818408355208014,0.0769562918888889,18.181818181818183,0.2749677929785219,0.1121548755,UDP
28,0.3421545386951032,288.68128783930075,1.332260457,0.0,0.2797342065858914,1.2610909125,UDP
29,0.2445331473384133,0.24439443750250922,0.033987159153846154,0.0,0.23846480160280265,0.046956342916666664,UDP
30,0.225942209617802,0.22616659452732693,0.009543993300000001,0.0,0.22064195876869025,0.009331724000000001,UDP
31,0.591288554082954,0.594865305681902,0.034881824166666665,0.0,0.5746437687930253,0.0263740156,UDP
32,0.37224082870191805,0.3032613396703412,0.08161238644444445,10.0,0.2957616363748387,0.052888944375000004,UDP
33,0.2548885398653999,0.23521469449207524,0.03131513925,0.0,0.22950788679759176,0.025101981454545456,UDP
34,0.8643963041707196,0.6708626154819523,0.13965735625,0.0,0.6480838013372634,0.17453908033333335,UDP
35,0.12771652665804387,0.12788620996978936,0.019933087800000002,0.0,0.12471369799140508,0.0228429505,UDP
36,0.06757489309563924,0.0676697769478945,0.010696714666666668,0.0,0.06598560151064443,0.011951837500000001,UDP
37,1.5641903518536195,1.5079410184620232,0.06671328333333335,0.0,1.447907863315356,0.026470891800000004,UDP
38,0.19734504547625173,0.15144379856164608,0.025582548600000005,16.666666666666664,0.14770619402678906,0.011323566750000002,UDP
39,0.09047702249249288,0.09042633143498399,0.031750539,0.0,0.08818179776174864,0.048684825,UDP
40,0.6475691801219934,0.6294473315421637,0.037193090250000005,0.0,0.611809139586696,0.03268629533333334,UDP
41,1.000246469065365,0,0.011253949000000001,50.0,20.826022936482115,0,UDP
42,2.9827368421052634,2.708969494317088,0.048349643391304355,61.66666666666667,0.870011886467765,0.0622888965,UDP
43,0.19838149100001246,0.19232933204591152,0.20097007416666668,14.285714285714285,0.1731602368142871,0.22365014200000002,UDP
44,1.484106701335399,1.5918180749922657,0.023955241000000002,0.0,1.4314880049455123,0.035015814,UDP
45,0.09289292832002358,0.08034868236395616,0.01643743925,20.0,0.07838385573516315,0.008966159333333334,UDP
46,0.501537132217086,0.4699751452399074,0.047127446133333334,6.25,0.4575995128712983,0.047869231285714284,UDP
47,0.31665865014245786,0.446583229815884,0.03860399023529412,0.0,0.4353939357995015,0.056363174187500004,UDP
48,0.19283418440712885,0,0,0,0,0,UDP
49,0.9220767363444871,0.9215781850331433,0.05362245660000001,0.0,0.8892161149992247,0.06479918800000001,UDP
50,0.21077045697824617,0.2524961176241667,0.46599121585714287,0.0,0.20580906457540948,0.31686138583333334,UDP
51,0.1464016925601345,0.1467314698209889,0.01849861466666667,0.0,0.1426586187971479,0.006631856,UDP
