Node#, timeConnected, timeChannelSwitched
2, 0.0699501, 1.01474
4, 7.04101, 7.04101
5, 7.87674, 7.87777
6, 9.68664, 9.68664
7, 10.19, 10.19
8, 10.1676, 11.0072
9, 11.72, 11.7209
10, 17.1201, 17.1201
