FlowID,TX bitrate (kbit/s),RX bitrate (kbit/s),meanDelay [s],PacketLoss (%),Throughput (kbps),Mean jitter (s),Protocol
1,84.2301918265,82.6139826129,0.0268321805,3.5029190992,79.2945173249,0.0041267899,UDP
2,82.6139826129,78.77446398,0.0216688776,4.3365134432,76.8993187241,0.0016474159,UDP
,,,,,,,
Average:,,,0.0242505291,3.9197162712,78.0969180245,0.0028871029,
