FlowID,TX bitrate (kbit/s),RX bitrate (kbit/s),meanDelay [s],PacketLoss (%),Throughput (kbps),Mean jitter (s),Protocol
1,2122.6151259319345,2122.7199506404954,0.0008747259703532507,0.49562855613489026,2062.584774966456,0.00012350406901773264,UDP
2,2122.7199506404954,2122.743365564219,0.0009839713056922557,0.0,2072.9584894552763,0.0001439069042438733,UDP
