FlowID,TX bitrate (kbit/s),RX bitrate (kbit/s),meanDelay [s],PacketLoss (%),Throughput (kbps),Mean jitter (s),Protocol
1,2104.084237338901,2104.298854350628,0.0017070304300248339,0.036036036036036036,2053.998898679198,0.00013310213955537755,UDP
2,33.69657332613478,36.715319404873355,0.001965171,0.0,31.48636023469177,0.001873936,UDP
3,0,0,0.014552041000000002,0.0,25.769581050520678,0,UDP
4,33.69657332613478,33.141112006860894,0.0012593155000000002,0.0,30.938105226683493,0.000381999,UDP
5,0,0,1.009076526,0.0,0.371626918610928,0,UDP
6,33.69657332613478,52.023144880394184,0.0064384445,0.0,29.743501560463063,0.008028975,UDP
7,0,0,0.012129715000000001,0.0,30.915812943667678,0,UDP
8,33.69657332613478,118.67616735317532,0.011043288500000002,0.0,29.211520306953098,0.016320243,UDP
9,0,0,0.009985169,0.0,37.55569885697478,0,UDP
10,33.69657332613478,166.85546536380357,0.009276254500000001,0.0,32.646359615321416,0.018188849,UDP
11,20.71319500428806,27.775678528000142,0.00838967,0.0,16.380043568295083,0.0058923280000000005,UDP
12,22.947074628045847,45.42434428776095,0.010821241,0.0,17.646327393639137,0.010350678,UDP
13,0,0,0,0,0,0,UDP
14,74.17260459573458,1642.6542555011806,0.982491804,0.0,0.4754666294164554,0.006179182,UDP
15,0,0,0.019109489,0.0,19.62375864681677,0,UDP
16,0,0,0.010545494,0.0,35.560211783345565,0,UDP
17,0,0,2.008569579,0.0,0.18670002967320656,0,UDP
18,0,0,0.004786861,0.0,78.33943789050905,0,UDP
19,0,0,0.01492649,0.0,25.123120036927634,0,UDP
20,0,0,0.011243127,0.0,33.35371022670117,0,UDP
21,0,0,3.0015869410000002,0.0,0.12493391241736482,0,UDP
22,0,0,0.007878299,0.0,47.599107370766205,0,UDP
23,0,0,0.008497511000000001,0.0,44.13056952794765,0,UDP
24,0,0,0.995305246,0.0,0.3767688370046027,0,UDP
25,0,0,0.986758573,0.0,0.38003216821304475,0,UDP
26,0,0,0.007332372,0.0,51.14306802764508,0,UDP
27,0,0,0.016762455000000002,0.0,13.982140444224903,0,UDP
28,0,0,0.005569405,0.0,42.08259230564126,0,UDP
29,0,0,0.008559832,0.0,27.380794389422597,0,UDP
30,2104.084627028508,2104.084630432926,0.00162652113665071,0.0,2054.7395872228585,5.174657349746561e-05,UDP
31,0,0,0.027382753000000003,0.0,8.55921973951998,0,UDP
32,0,0,0.019914685,0.0,11.768953413021595,0,UDP
