FlowID,TX bitrate (kbit/s),RX bitrate (kbit/s),meanDelay [s],PacketLoss (%),Throughput (kbps),Mean jitter (s),Protocol
1,17.355927522821723,17.36522542141459,0.0003514533744680851,0.0,16.948904479228442,0.00010657637526652454,UDP
2,17.356245175605725,17.35804480328754,0.0010906723626609442,0.0,16.94826667345906,0.00022234356129032258,UDP
3,17.356325444547355,17.362304843200032,0.000665558247311828,0.0,16.949031868371037,0.00024020515086206897,UDP
4,17.356650010267778,17.36412175470261,0.0003098304989154013,0.0,16.949605259131193,2.881093043478261e-05,UDP
5,17.356650010267778,17.36582811528225,0.0003210863861171367,0.0,16.949605259131193,4.139186086956522e-05,UDP
6,17.356897163157647,17.36520527452876,0.00031455568340611355,0.0,16.94984498608249,3.623700656455142e-05,UDP
7,17.357063742394736,17.361689397863753,0.0003154824561403509,0.0,16.950006560265376,4.5183947252747254e-05,UDP
8,17.3571475823852,17.361333404289454,0.000303266,0.0,16.950087881184288,2.369463436123348e-05,UDP
9,17.35748666856876,17.361310237329707,0.0003112683702882484,0.0,16.950416779068817,3.736480444444445e-05,UDP
10,17.357572384118477,17.359335220521697,0.001424091671111111,0.0,16.949297210127227,0.00022810667706013365,UDP
