FlowID,TX bitrate (kbit/s),RX bitrate (kbit/s),meanDelay [s],PacketLoss (%),Throughput (kbps),Mean jitter (s),Protocol
1,2.9817435897435898,2.9833915947592797,0.00042891669620253166,0.0,2.9118162179962486,0.00015072510256410257,UDP
2,2.9817435897435898,2.9822928923068375,0.0003317971265822785,0.0,2.9118162179962486,4.6047e-05,UDP
3,2.9817435897435898,2.982828370386569,0.0003850038860759494,0.0,2.9118162179962486,0.00010895300000000001,UDP
4,2.9822337662337666,2.9835374815996722,0.0003941748717948718,0.0,2.912294343585647,0.0001092424155844156,UDP
5,2.9822337662337666,2.9838290167086274,0.000439907576923077,0.0,2.912294343585647,0.0001774801038961039,UDP
6,2.9827368421052634,2.9841962186601187,0.0004101668441558442,0.0,2.912785051237785,0.0001286677105263158,UDP
7,2.9827368421052634,2.9835458016560965,0.0003705927142857143,0.0,2.912785051237785,0.00010295171052631579,UDP
8,2.9827368421052634,2.9834264322329442,0.0003570224415584416,0.0,2.912785051237785,8.545405263157896e-05,UDP
9,2.9832533333333338,2.98392358877469,0.0003529778815789474,0.0,2.913288844227486,7.891141333333333e-05,UDP
10,2.9832533333333338,2.9837771518827965,0.00033610060526315794,0.0,2.913288844227486,5.697346666666667e-05,UDP
