Node#, time
2, 0.0247286
3, 0.0247889
4, 0.0257047
5, 0.0288573
6, 0.0290551
7, 0.0293129
8, 0.0293131
9, 0.0293734
10, 0.055271
11, 0.0706525
12, 0.0715341
13, 0.0715342
14, 0.0741282
15, 0.0741284
16, 0.0889193
17, 0.0889797
18, 0.0893985
19, 0.0955515
20, 0.122539
21, 0.190378
22, 0.191146
23, 0.191206
24, 0.191348
25, 0.231581
