Node#, time
2, 0.0243149
3, 0.0243753
4, 0.0245179
5, 0.0554223
6, 0.0554826
7, 0.0700925
8, 0.0701529
9, 0.0704832
10, 0.0706345
11, 0.0862246
12, 0.0958808
13, 0.0959892
14, 0.0962023
15, 0.0962626
16, 0.120204
17, 0.123507
18, 0.177433
19, 0.232305
20, 0.232738
21, 0.232738
22, 0.233116
23, 0.23353
24, 0.233687
25, 0.2337
26, 0.233761
27, 0.233912
28, 0.23434
29, 0.234491
30, 0.234846
31, 0.235012
32, 0.235211
33, 0.235394
34, 0.259345
35, 0.259928
36, 0.261858
