Node#, time
2, 0.00602275
3, 0.0241726
4, 0.0253594
5, 0.0254199
6, 0.0255618
7, 0.0255619
8, 0.0261741
9, 0.0268012
10, 0.0277186
11, 0.0283624
12, 0.0293122
13, 0.045943
14, 0.0554304
15, 0.058693
16, 0.0667111
